policy,cohort_batch,metric,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
I2,10,RS,100,100,99,0.99,0,99,ab6015e086fcee892f60e7818d00eada7383dfa7f28265461ee108edb45c2494,943ca809165299d8bbffc85e8aa6df4ee4e2e5a12b0d3fd2f77fabb81695ebbc,97,0.97,97,0.97,98,101,0.9702970297029703,1,0.01,1,0.01,1,100,0.01
I2,11,RS,100,100,100,1.0,0,100,39c53a98a81b53822dae693b468be640cef274896df3a157a8258fb815290eaa,2e88949a3e4a0be44facf2f8c4579877a00b47f37b7328ab72586e4f046c0b63,95,0.95,95,0.95,96,101,0.9504950495049505,0,0.0,0,0.0,3,103,0.02912621359223301
I2,12,RS,100,100,99,0.99,0,99,8e52ddd556c832888a0c2e69b33e43c5aae7aaa253198921fc30462985fa7988,df23bb8356713f44d13a0c48c23caed7cf8e67b347368e1f280980c2792e76df,95,0.95,95,0.95,99,104,0.9519230769230769,0,0.0,0,0.0,4,104,0.038461538461538464
I2,13,RS,100,100,100,1.0,0,100,6bfbd4e7aced1ad6dff4c02b91dd1df31ad6b929bf789a849e6b0ad98896cbb4,c2bad89f7f8c2df9a805e3ec1832a3aa7f429c72dab386e1adb9c6ddae11d67c,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,3,103,0.02912621359223301
I2,14,RS,100,100,99,0.99,0,99,2bd1a531aa64f28394effef8b32f253d08964eba577d8986a64500c3386888a5,fb5bb2d8846724e85544bc607f47fda6226c8bfb01451e0c8a7fc9864b74aba6,95,0.95,95,0.95,95,100,0.95,1,0.01,1,0.01,2,101,0.019801980198019802
I2,15,RS,100,100,100,1.0,0,100,42027f52e27540e74f5fc0131983a9930682545daf2b7d1141eb4af68940108e,cf5ff24764661849d4411fdcba5a152092dbf1bfbef7477c3ccaaba54c73ef80,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,101,0.0
I2,16,RS,100,100,100,1.0,0,100,df936bb1555a9f9421d23352f8900f922a06626832514bb8c3d2a6289af0440f,c42f547dd9402c445bb47574d0ebe4a8436f23f3396c3c9ce8a1af32d25a651e,95,0.95,95,0.95,95,100,0.95,0,0.0,0,0.0,1,101,0.009900990099009901
I2,17,RS,100,100,99,0.99,0,99,b8a4929ee5e62bbaff1ba246ee257f8987782beda007c921d42ffff2ebf29b71,f41211e4c7832fcb4d3b54a02cb107dfdd006f5cf33b8c203d5647850fb069ff,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,100,0.0
I2,18,RS,100,100,99,0.99,0,99,8c4e8298e3162cad9f9ec555f44ec1b34caeaaa314635ba0b11aef5156f0ba20,7bafd30347c9781868c9ad4187b9ed3016a4ffecd69a5a1d8ead82e8e0cebf36,95,0.95,95,0.95,95,100,0.95,0,0.0,0,0.0,1,101,0.009900990099009901
I2,19,RS,100,100,99,0.99,0,99,c09f89b3677a0e4507b956338463a44c7469d6e37e7e4ef78febbbb5ac568cf7,f8ea41b1e87c27d50bf1e344d210c0f958a9e31fa427ee9d484b444908e3fc13,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,0,100,0.0
I2,20,RS,100,100,100,1.0,0,100,e8bdf3b0e6189eea3df7e815e09a5c8e4347a0a90b1e8d562ebf6aab12f9e5c3,90fdfee03bcded07d8959a314838a998f3348fc1076a0d55831f2fcc239a9ebd,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,2,102,0.0196078431372549
I2,21,RS,100,100,100,1.0,0,100,494c5c00bcc78ff59ebc2ac15abd1629b5e5fa6029980aa78696a312b6602714,b22a6ea18e05dffbf7fc9164216e9ed153785e5044e8cf27227a540adf4c4aad,96,0.96,96,0.96,98,102,0.9607843137254902,0,0.0,0,0.0,2,102,0.0196078431372549
I2,22,RS,100,100,100,1.0,0,100,340c41ff3e654e63a642aed125f032cd2f0456fd1e1f334530cd824e8315f471,ae7cddb692b17888dac71156c1ebb6454a48b865089c90a83e92b28132127cc6,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,101,0.009900990099009901
I2,23,RS,100,100,100,1.0,0,100,5e632dd58c2c76900b8ba605ad9a2d775d0cf9b72e7b72c68c1bf7e12cf71045,93d05e6ddea7334ddc4a0c6700373f7c349355bbcea828cddf087764041d178a,99,0.99,99,0.99,99,100,0.99,0,0.0,0,0.0,0,101,0.0
I2,24,RS,100,100,100,1.0,0,100,0941c595e98b3779fdeab6642f34844cff5913b0d1de65aac1e57ec18e637522,563fee8f8e531f815eb205a6e0b85abe4e57b8495a42e8867ed75adf65c1fd83,97,0.97,97,0.97,100,103,0.970873786407767,0,0.0,0,0.0,2,102,0.0196078431372549
I2,25,RS,100,100,99,0.99,0,99,8a3bb3c9cf71912cc33d90e55c7967f35b51d80e54c598e632c95dcdf97fbaeb,8e9606e90ed64b71bb438648f0e44bab6b16fe08accfcf8ebbecd5a982cd1f21,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,102,0.00980392156862745
I2,26,RS,100,100,100,1.0,0,100,45bb94f4169d41280601e3cc571dd371405371ababc827c6ca0b9b6905235556,b66bd9b79f1c96f5e6c9c7c0b71d9279d02e60a3ab614bcc261db0d66bcfea0b,98,0.98,98,0.98,101,103,0.9805825242718447,0,0.0,0,0.0,0,100,0.0
I2,27,RS,100,100,100,1.0,0,100,63d9f75eb9934394cb52c13f7578b0d4ef25daadb27a0e593772d212ed21ec45,2dea14dcecae19b8c3a71c57c262c43f8997772dd06737540a5bea4c29c0892f,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,0,100,0.0
I2,28,RS,100,100,99,0.99,0,99,20dc56ae4fe5a942ff87629cdca03f81a19cd6d5e74cc6d3179df1a93a900d37,8ee57c77507033cd2a74d8f6b5d32f37736e6972d1bb16ab38a398fa29f97b16,96,0.96,96,0.96,99,103,0.9611650485436893,0,0.0,0,0.0,0,100,0.0
I2,29,RS,100,100,100,1.0,0,100,badb224e335199d88149376ad1b9b7898b5603478de6fc29027a2f26effed903,3f488cfa4785197fd1c4e07b9fec103ccae2aad2e375412ed8f35d35a110f7fb,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,1,102,0.00980392156862745
I2,30,RS,100,100,100,1.0,0,100,5b744814c7896ce978118ff29f4bb0814ba449a73ca594b6e93daf72233579f0,313395eb627c563fe9d5ae4ed65e2dffbb74954b095bb8552cd9523c0d7e1412,96,0.96,96,0.96,97,101,0.9603960396039604,0,0.0,0,0.0,1,102,0.00980392156862745
I2,31,RS,100,100,100,1.0,0,100,d358fd52414ae5e6d68e1f71e701f14df2e557a5e321397e76df77eca4fb0c4b,5dbf44bb286e3e98e24d01cb44fe25f1776fa6c5726120c541b5f913b9b63139,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,0,100,0.0
I2,32,RS,100,100,100,1.0,0,100,2a7668bfb9196317c5f445b4453aa01394736fa19dff5003e2a6685b97d4153c,c4d865bc62d406a4c3a63e0d31d0a7bd6f098c5576146c4142d4580e80279ad0,96,0.96,96,0.96,97,101,0.9603960396039604,0,0.0,0,0.0,0,100,0.0
I2,33,RS,100,100,99,0.99,0,99,6422013d8a87a1fb57006adfd32e4e97c940bef322533c1ae00f698b0a7a4f17,c7b2a1aa12a5590b5755c81035ec4161ed34414fb1e953e03aa2d857f0ab940d,96,0.96,96,0.96,98,102,0.9607843137254902,0,0.0,0,0.0,1,101,0.009900990099009901
I2,34,RS,100,100,100,1.0,0,100,6ff2acb20aa40203d23e754c61018effc0207d987bd6c795ba24cebbec84c75e,905ac763f5557b621cb9bc8c9f3aa87bb675e79681e13c87ccf13c0c629616c4,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
I2,35,RS,100,100,100,1.0,0,100,350184c9708394b62ef66698e4625034af71453186e24f3420de56e65a15ddea,51be4fef533ae41f0f9d4fdb900e20776b6daef0ca0a45d2b1846ee756f37fd4,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
I2,36,RS,100,100,100,1.0,0,100,4e7d474b37801b2178d69c91654a5eea960841eb66f93a98f997f3fcde31196f,44d1626d4bda2ad38e8bff3a0e50ec827197f5c1dd5e5af9dc25e28b2bc04ebe,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
I2,37,RS,100,100,99,0.99,0,99,6796bc98e363932dbc4b4e1aee7d98263f6e7d9b217dfa54d611fbae8ae8cba6,a26b0fdbe4d38f6dea0d4f62fd1ff04e8005bc202abd06b9d7040b695c921399,97,0.97,97,0.97,99,102,0.9705882352941176,0,0.0,0,0.0,1,101,0.009900990099009901
I2,38,RS,100,100,100,1.0,0,100,16110a7152577615a9936c5d65bef1bb4496a9aea54c34f0913766384ffcb257,bae16045214b18b4d8007dc8ed93143737e41c5be47936747b65e921835d60e6,96,0.96,96,0.96,96,100,0.96,0,0.0,0,0.0,0,100,0.0
I2,39,RS,100,100,100,1.0,0,100,014ad9cf8c752efd04aea63f0841f54ad18f5ecdf47dee5bd303c7a53c82175c,fa09696dce711a699e92c4ca6e33cb2dba727aa8c922bc24f428fd471326ea8f,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,2,102,0.0196078431372549
I2,40,RS,100,100,100,1.0,0,100,2af823d3006a1ac25c7aa12f15f8ef89ab8bf30ab846afa0dd1b56531a881b03,02b3a81241d5192c2935b8186effdfa478179dabd4a6be879f87534cb890ddf6,99,0.99,99,0.99,99,100,0.99,0,0.0,0,0.0,1,101,0.009900990099009901
I2,41,RS,100,100,100,1.0,0,100,17341689c0ba44c9b00d6a90fcc4d315801e1ff8f651a7dd009ba0657e2fc7fc,c92d46dfcaa98b4c44f35e77947a917f0e1c38c064c4ed3d74f541bb03eee7f1,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,0,100,0.0
I2,42,RS,100,100,100,1.0,0,100,c9e61b635dcff282615070574200bda36369805ea38dae9845c6df33fae969da,13a4e473e280a5f54ae4a2e0060156e087905249309acb0f601e0310557ee4bf,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,0,101,0.0
I2,43,RS,100,100,100,1.0,0,100,d24c9a9ca685cb548692089416e924973b8af1f709b5ac5e16b32035b13cc188,4ce01a253dcb753421f2f64e2b228cb30fb085f46f19050d765958752b3d2276,97,0.97,97,0.97,99,102,0.9705882352941176,0,0.0,0,0.0,0,100,0.0
I2,44,RS,100,100,100,1.0,0,100,4067b02c199c5f95498f7a72fbc24e2e21d68e95934a47ca8fee4d61f0844ce3,4b5d19e51f0f3e78b2745d8bebced80f650b4274c4fab4bdc7eeffb02c86d35c,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,1,102,0.00980392156862745
I2,45,RS,100,100,99,0.99,0,99,6b9c83d0c14f7812ae666a85890f4ca8fe8034fc948802faa24cd9b6ab669877,1b73f06a4142dff1ba865ca7821c33e27639af9dcd0653990e88fa14e817842b,98,0.98,98,0.98,99,101,0.9801980198019802,1,0.01,1,0.01,2,101,0.019801980198019802
I2,46,RS,100,100,100,1.0,0,100,c606fc8424910c45be689d831d63b9ed6048c4d8bc3399cc4c13727c50ed00e4,8aae5f4043ed6fbf67d0c274b3326db6d473bf0302ba4b5d559aaae63c2a5261,98,0.98,98,0.98,99,101,0.9801980198019802,0,0.0,0,0.0,1,101,0.009900990099009901
I2,47,RS,100,100,100,1.0,0,100,f3552da44cf0c128b67169525209768424e3eadf6b6e99b7f9639990ba7cfd77,9373647d3e8c362c1afd7b374f268451a841d3d8665f5962f8ff2d6adac4f05a,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,2,102,0.0196078431372549
I2,48,RS,100,100,100,1.0,0,100,39377d8b0561b346a1fee90dc09b13eacb8fe7fb04b37f69fcef14fdc4a81e7c,ea3da4a83c6c327ac2cfabe046a8435698ba8ff80ddf8a2b4cf262535475398b,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
I2,49,RS,100,100,100,1.0,0,100,2b4b71d32a887a5b5a5f3030dec19fb45379bc01d3a0ca6a2f0789c2176f16a4,90a3cceeb8cb2346578d681e45e9bd0e4a665072c80363ca60e9daa4dfad5286,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,100,0.0
I2,50,RS,100,100,100,1.0,0,100,f26a356538e40c53990b280351ca4d2fd8312ebf4970e81ad401bc206bab89ab,a804ee10389958b2ae4fd425afdbaf7f0a66cda092b2878197f2ea1e29283f1a,100,1.0,100,1.0,104,104,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
I2,51,RS,100,100,100,1.0,0,100,037ac4c321813f6b1a964a42b9567a98c85645bd6a744769d43309f24dcc173a,f25c4b7fc99e44cae74e94023459c9d894a593121838ee26bb6afc7677bded7a,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,3,103,0.02912621359223301
I2,52,RS,100,100,100,1.0,0,100,9ce14fa299ca8dcee036469556c46b98b8058b19a957abba146d23cab698a66d,903db6e08ea7635d3148674c9c9d994d8abec61200636dd219b1fd97a1a0b7f2,100,1.0,100,1.0,102,102,1.0,0,0.0,0,0.0,1,102,0.00980392156862745
I2,53,RS,100,100,100,1.0,0,100,7f26d60f9749d58c9df819bebcead3a696752da99a6280a5167af62ca9c29732,33c722daf0ae7f527ad3b83ebdd89187a6b1927c6399a9f75070ebb1be3a693c,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,100,0.0
I2,54,RS,100,100,100,1.0,0,100,63dab5bd43b876c52366c45fba83139caadc18cb67f8a5561bb5d2186cda56ef,961c42f3a1ba74011412b357bd80a7dc35b0f1fd7c4b16d90bc505b615a5e6c2,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,101,0.009900990099009901
I2,55,RS,100,100,100,1.0,0,100,cb5d11414d0e7099be33952159a14f5c17d54a39802c5f7c4acbd60a3bb2cbd6,e836680b194cf99fd70ecfacb3cbe6269a4e34298506833e713bee992449dadc,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,0,100,0.0
I2,56,RS,100,100,100,1.0,0,100,edc8150be6b620d66705a8f6242dd6cad3c49614014f74057b1e6bf7c38dfabe,ab84a6943b4514cccfac181656a4aac89d48de18efeeced161c191b0a094f4e1,100,1.0,100,1.0,105,105,1.0,0,0.0,0,0.0,4,104,0.038461538461538464
I2,57,RS,100,100,100,1.0,0,100,7aee12d22eb2fef2e76faa40edcd5a76fa446e3fe63f32d22936839f6e586725,0c701b5e7b1789e559230d5346087f14474c0172988db4962dec0aa96305239c,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
I2,58,RS,100,100,100,1.0,0,100,6b7d5341651e255659ecb52125cb91ef266370136f40464d32d45a5455c8bbb5,0a0632217c8637d82f19087db7ce5351aa0e004a04fd1f7b3e440beb923b48f0,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,4,104,0.038461538461538464
I2,59,RS,100,100,100,1.0,0,100,b1762585e08c2fed4c5164e290388defa08e04afbc7898c700b8fc1ab4c69a48,426b047740fec0f24eb08d88f6563dab02828b448370e5d0b3b4923fc0d8d14e,100,1.0,100,1.0,103,103,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
I2,60,RS,100,100,100,1.0,0,100,4bbefbfca48174e9b05c32077efdc9b2d4cf4fc8d0d3427fddde13f4a9de57e4,42ff857bdcba0f1327e6a16facd8bbb79664d4d3d5cfe725c9c6be1a207e4938,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,101,0.0
I2,1,PS,200,100,193,0.965,0,94,9cc8c31cf6cfe5b4c0348b54aef884f45255fa134c0df591a333b60c179e1e82,ead3889f6521ef8a65bfd924cebe6cd12e305a1aba42c0db53771dc80ddcdb41,129,0.645,51,0.51,131,202,0.6485148514851485,1,0.005,0,0.0,7,206,0.03398058252427184
I2,2,PS,200,100,189,0.945,0,92,bc1ace9656fb523480c80300a83df6521e9274f30f833fd13222fc49aaeb32da,2d80f364c8385d5935d14283ee3b77d5f2e21f715d626054e342a05c1a80f890,128,0.64,50,0.5,132,204,0.6470588235294118,3,0.015,0,0.0,5,202,0.024752475247524754
I2,3,PS,200,100,190,0.95,0,92,877f5e7a73c9724a96e7ec0d26a41da91a9e96ed4c3cbde676a615f44395c82f,029435c4e46c66b247721e15d68bff109c8c3c0ec7aaa7823364e9260b9337c4,127,0.635,44,0.44,131,204,0.6421568627450981,3,0.015,0,0.0,9,206,0.043689320388349516
I2,4,PS,200,100,189,0.945,0,90,2b4bf02a8687d51ad04c7de5b7ff9f90d5f78be46fd9f2dd452b8e4a418d0656,d08feedee204454d6fc1e13b551b4727c83bac4e8d403cf8e0e25013b05f3fdd,135,0.675,49,0.49,137,202,0.6782178217821783,3,0.015,0,0.0,3,200,0.015
I2,5,PS,200,100,194,0.97,0,94,ad48772b9c799639c92dc79726ed43f5b42a4c014b8fda7b713d27e604b46ea5,eeb790a55ec737317e8b29282f69c71f43d0da252035c2222a3ebb653785cb83,118,0.59,44,0.44,120,202,0.594059405940594,1,0.005,0,0.0,1,200,0.005
I2,6,PS,200,100,192,0.96,0,92,789943eb3f33813bc5227f06f63b07c4422cbb67a1d7cd294265ddd4dfa791d7,92bd2d03c8b71cb3705835f7946bc8c32b5b388e6bb3d26a4c0a8b25d42be328,108,0.54,35,0.35,115,208,0.5528846153846154,1,0.005,0,0.0,5,204,0.024509803921568627
I2,7,PS,200,100,191,0.955,0,93,59be3257873bbeea29880747f0ab2015a8b25540c5b7b8c94b5bf2b1c758b860,e6ccb01aa81986799ff8ff7af3e42068c9fcd7b2c31d8e214c285917542c45ac,143,0.715,56,0.56,145,202,0.7178217821782178,2,0.01,0,0.0,4,202,0.019801980198019802
I2,8,PS,200,100,192,0.96,0,94,435466c744612dd01f14335ea02d7e2460e7e4332fdfcec020b08da505333f65,6f1ff297fda4879a4556fecd6d76e07fca0ad1da6029402eb3ab6001fc6a8632,122,0.61,43,0.43,126,204,0.6176470588235294,1,0.005,0,0.0,1,200,0.005
I2,9,PS,200,100,192,0.96,0,94,589d21797da49093b4f8acab964eb83ddc008db029e74b3d9003bfcd00005743,6db8bde800c1f8d3eb6ebfb3e7194fd4cb1dbe054bc247acb1294133ddc760ac,136,0.68,49,0.49,136,200,0.68,4,0.02,1,0.01,6,202,0.0297029702970297
I2,10,PS,200,100,189,0.945,0,92,a4b54a71086efb06a2dfe300af353160653c5835da4f0b8bafbdd26065ec2a19,77142c34f23e085d782d06fb7e8c31e060a3fa1366136fc960a7541b8ffaeb49,128,0.64,47,0.47,130,202,0.6435643564356436,4,0.02,1,0.01,4,200,0.02
I2,11,PS,200,100,194,0.97,0,95,fc2c803f7b83fb62b02ec3253850b4018e91c855873505e3bf5483932f700efb,5ed5f4eafacd279a46808d27ce0ef5b9d54ef1a10466380851406d1c1963d22b,127,0.635,48,0.48,129,202,0.6386138613861386,0,0.0,0,0.0,5,206,0.024271844660194174
I2,12,PS,200,100,195,0.975,0,96,5433be3e27834169a7a5fcc227cfe2a0dcb97aabacf3dab83872166a1072b486,244afce55106acdd6e1f2acc619b16b6ec95ed61a8bb59b6e1a87fa96a704709,141,0.705,57,0.57,149,208,0.7163461538461539,0,0.0,0,0.0,8,208,0.038461538461538464
I2,13,PS,200,100,188,0.94,0,90,73b92251a7f74fd1505dd868d96e3c776554972772770ddf3665e3a606c4905a,0ad2875ea4105104e169c9de3bd1809169d89e9758f7e3f2fdddc0b99ffdf811,146,0.73,61,0.61,146,200,0.73,2,0.01,0,0.0,8,206,0.038834951456310676
I2,14,PS,200,100,187,0.935,0,90,3a3af062bc9e26fedf2b025f2c06382b7bd9fcfc1774ffa6748ffde07eab938b,dc42fda4ca7a50d141059a8c29704a4a6ea1179f960610a7e3d1c84b4da3e201,130,0.65,50,0.5,130,200,0.65,0,0.0,0,0.0,1,202,0.0049504950495049506
I2,15,PS,200,100,197,0.985,0,98,250a14c3f26cb4b96c62a011aa9c0362a917f4c518eae0cc1d69fefd7284bd34,33abfbd9df38210775d3572920186e09263ec51e60bfa8f64a1284d7b849c021,132,0.66,49,0.49,136,204,0.6666666666666666,0,0.0,0,0.0,1,202,0.0049504950495049506
I2,16,PS,200,100,195,0.975,0,96,208e219893e3fe8cd335f321f7454b4edf2cddc40c7ee48247f19e2fd1ffc91f,519bf626202c7029df5cf2bdda87916a7ba12ba7363b078ba0bf34644b923c95,151,0.755,60,0.6,151,200,0.755,1,0.005,0,0.0,3,202,0.01485148514851485
I2,17,PS,200,100,194,0.97,0,96,5e0a2fa400f7e0c0b6acb788db7126183f657c353d07b7ef98994dacfc974875,e1622ed4a93e69de7b245a7376dbb0990e182ce5fb3b2e8dc03debdef842cfe2,146,0.73,63,0.63,150,204,0.7352941176470589,0,0.0,0,0.0,0,200,0.0
I2,18,PS,200,100,194,0.97,0,95,67ceea4c37a063e516c67049d18428f6367cd556d7d2a6d0a1bd0445c4cc87b9,8afd0d9623b9ab39809a9ea9c3a6af4aebff34932b80423b2bbc71d6efc40139,138,0.69,56,0.56,138,200,0.69,1,0.005,0,0.0,3,202,0.01485148514851485
I2,19,PS,200,100,193,0.965,0,94,fa391c014105476e219b520da7da4026b4158d5987af42a20097db428ef0de85,c39891c7ccbf45f0df1d73d60026ff0fa17936e870313b57cc50b0209e4e4a54,137,0.685,53,0.53,137,200,0.685,2,0.01,0,0.0,2,200,0.01
I2,20,PS,200,100,198,0.99,0,98,8660c3c1b998c93e2e93e88a3ee2a0f5d8c524b6dbccc6c3d92ef9c3ba7498fa,31e2061d7ab6877bee6e618ca48a866b64171186463c83d1a7f44df4f66578ab,140,0.7,54,0.54,140,200,0.7,1,0.005,0,0.0,4,204,0.0196078431372549
I2,21,PS,200,100,193,0.965,0,95,a6d5ff0f2cd96ad1ffd06f5e3caf6183ac1eab8f220bc5caf85c8fd0335f50d3,2cbafedb2e314d0ee4a995e4cdcd593f1a213f37344b833b99a3ec149b390bdc,127,0.635,46,0.46,131,204,0.6421568627450981,1,0.005,0,0.0,4,204,0.0196078431372549
I2,22,PS,200,100,193,0.965,0,95,fbc3bd8592414e46bbcd6496069bb28c38f1901b052c67f6f459f3330d923af1,ee9058f90a794584f54ad1897bc32d2ad22933c9f272c82c9e0ff88fc29e0639,144,0.72,58,0.58,146,202,0.7227722772277227,0,0.0,0,0.0,2,202,0.009900990099009901
I2,23,PS,200,100,198,0.99,0,98,0b18c5b369c17c17b7032390f4b1745daeb08c51111fe4448411ebc406496a3a,d979c1deac743368a697539d3d999140532a8cd9faef2384edaca86bcda0adbe,135,0.675,52,0.52,135,200,0.675,0,0.0,0,0.0,0,202,0.0
I2,24,PS,200,100,185,0.925,0,87,92b4bc1d768a70a61da33840f37b0c7b0dd69e93173fd44ec83cfbd4a45543f3,1b046c98a3fe03880dbad1d1445d394b15e7095301389068cc546bd9c0a6a8d4,121,0.605,46,0.46,127,206,0.616504854368932,3,0.015,0,0.0,7,204,0.03431372549019608
I2,25,PS,200,100,195,0.975,0,95,ae492affb2cbe0f07412c99fe19d0c42b1c7673e46945da19e5644048dc241b2,5093ae71e5bded2e3b4b2d0897fdf044fdad2e8c8937b446777a78c35bbb7b57,142,0.71,52,0.52,144,202,0.7128712871287128,0,0.0,0,0.0,3,204,0.014705882352941176
I2,26,PS,200,100,195,0.975,0,95,64f08fee42dd2a11d997015bd591b6881c7374e2b236647e813856fbc6eb5760,8dd1a0523a08ca9e61bc86991b6b82d497044d58a8d53d41edcc2542af3f097c,136,0.68,48,0.48,142,206,0.6893203883495146,1,0.005,0,0.0,1,200,0.005
I2,27,PS,200,100,189,0.945,0,93,c0b2ecc03215777810d3d89cb88f6aef6044dc1d43612c5cef6eb1cdf928f3d3,fc28df57990d53f4c7f46e1319293c86850706bbe9eb4ccef689668e670c274c,142,0.71,58,0.58,143,202,0.7079207920792079,4,0.02,1,0.01,4,200,0.02
I2,28,PS,200,100,192,0.96,0,94,6935a94fe6ef3ccca1d7d190703a8c1adce122175940b3c5bb829f339f0f0101,5f1d17d292ddf94414a40755609fcbca0c0510b6f15f4cec49c1111bc8195570,140,0.7,57,0.57,146,206,0.7087378640776699,2,0.01,0,0.0,2,200,0.01
I2,29,PS,200,100,192,0.96,0,95,fc384ddcff64b9fbc2a0cf7b8484a2a34c47f16b60662c5425782a4c9a18d359,f2d002b20ca8f11c5c7f867fdeefe10f427d4da698bbda2b278137c5f1e67556,130,0.65,50,0.5,132,202,0.6534653465346535,0,0.0,0,0.0,2,204,0.00980392156862745
I2,30,PS,200,100,188,0.94,0,91,0bcbbceadd66ff7ce3479308c4fb61b21400b22181ee1f372b873e617f6bd891,dee07ee5f4d9d276192aedc2c7089fec686b12e3f537461c9d77cdefd9c7f998,135,0.675,53,0.53,137,202,0.6782178217821783,3,0.015,1,0.01,6,204,0.029411764705882353
I2,31,PS,200,100,194,0.97,0,95,eff444d91bb44ec7622c7da5f526b0798c588a4f75ac5ae2278468c57ee13226,c81fdb19eb310abb1e23969d2e793c89d8486df9a23bcd308bbb38f2a1bebead,136,0.68,53,0.53,138,202,0.6831683168316832,1,0.005,0,0.0,1,200,0.005
I2,32,PS,200,100,199,0.995,0,99,d026033d27c240794aa121090c1ffe03d18a22dc4c4181a8fb35234307d691ec,7f292ad767ccd888db2218c3b74f25d4a10b34c26e5bdbb567dc22aedae6ebd3,152,0.76,63,0.63,154,202,0.7623762376237624,0,0.0,0,0.0,0,200,0.0
I2,33,PS,200,100,192,0.96,0,94,6a3ba22e3966e50f2a6481535c2e0b13ebd9bccb00741fe197002077689aa426,923160843b980994cf489497ab91ee8f9d33f133ef739365ed5234a3fb8be53d,141,0.705,55,0.55,145,204,0.7107843137254902,2,0.01,1,0.01,4,202,0.019801980198019802
I2,34,PS,200,100,196,0.98,0,97,64ee6656b74ae83a50cec14db6464920d0de44a130e955c87be550bab87c3f8c,17202a128d375fe6d6a914ea3253bde452e265f3c7b923c471cbead5e1956969,139,0.695,51,0.51,142,204,0.696078431372549,0,0.0,0,0.0,2,202,0.009900990099009901
I2,35,PS,200,100,193,0.965,0,94,fb8f9529ff84cf38b688a2a0dfd98dca406f68e0b4ed6e8467aff858bf4d2edc,c466385204947157078040d66b2371b3505376a864d14235e0e55761f5cf7bad,135,0.675,51,0.51,139,204,0.6813725490196079,0,0.0,0,0.0,2,202,0.009900990099009901
I2,36,PS,200,100,196,0.98,0,96,dbeb4e3fe719f0ec3a4d9eebaf0dcc2e39c186f11d95e9dac49680319d2c7ab6,91ec04243ed64394a4395ec3b2613a892b98d225de21ad5d10321728a29f3f3e,146,0.73,59,0.59,150,204,0.7352941176470589,0,0.0,0,0.0,2,202,0.009900990099009901
I2,37,PS,200,100,194,0.97,0,95,f0f6018cf4a9e9a537296d0c590bc45829daffcd00b077e9302669389c67cc68,3c5f948e1249f4639fc8be629751b44d62302c450ca1b9b25077eafceeb3f7a2,147,0.735,64,0.64,151,204,0.7401960784313726,1,0.005,0,0.0,3,202,0.01485148514851485
I2,38,PS,200,100,193,0.965,0,95,33cf1c8f40a3d8bfdd2af5201092355faf9e19a7cfa02b9eb5a3dd0a2c272cc5,6e644147c8a8f8e136774448c4637a2d30af3643d622efc5f0d6837618ed5457,132,0.66,54,0.54,132,200,0.66,0,0.0,0,0.0,0,200,0.0
