L2_work,L4_7_batch_net_energy,L4_7_signed_progress,L8_batch_net_energy,L8_energy_share,L8_native_work_share,NS_den,NS_num,NS_rate,PS_den,PS_num,PS_rate,RS_den,RS_num,RS_rate,W0_net_squared,alias,arm,barrier_end_minus_entry,barrier_positive_increment_count,batch,effective_layers,entropy,factor_net_frobenius_squared,factor_net_native_raw,final_V_ratio,finite_defect_positive_count,history_raw_work_ratio,history_work,materialization_discrepancy_normalized,materialized_minus_factor_net_squared,materialized_net_native_raw,max_abs_KKT_stationarity,max_abs_continuous_dissipation_residual,max_layer,max_over_min_active_scale,maximum_active_scale,minimum_active_scale,minimum_scale_case_ids,node0_response_Gram_diagonal_max,normalized_native_work,provenance,raw_native_work,signed_predicted_progress,total_batch_net_energy,total_batch_net_norm
NOT_RECORDED,54.30054490891568,NOT_RECORDED,43.871246682019766,0.44688240859272,NOT_RECORDED,1000,869,0.869,200,185,0.925,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,1,4.106717407649094,1.4126240251196402,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,98.17179159093544,NOT_RECORDED,NOT_RECORDED,8,1.5294587977355165,5.400712490081787,3.5311264991760254,[3557],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,98.17179159093544,9.90816792302873
NOT_RECORDED,65.19647434366999,NOT_RECORDED,51.463431938142044,0.4411406933057471,NOT_RECORDED,1000,866,0.866,200,188,0.94,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,2,4.13156478066494,1.4186562167323986,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,117.36984512374458,NOT_RECORDED,NOT_RECORDED,8,1.7483081051728722,6.225355625152588,3.560788631439209,[12179],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,116.65990628181203,10.800921547803782
NOT_RECORDED,74.02529400429952,NOT_RECORDED,55.398866570667714,0.4280411503119516,NOT_RECORDED,1000,846,0.846,200,189,0.945,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,3,4.203315407004652,1.4358735965108818,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,130.58280887492356,NOT_RECORDED,NOT_RECORDED,8,354769.2023147552,6.615146636962891,1.8646338503458537e-05,[8848],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,129.42416057496723,11.376473995705666
NOT_RECORDED,82.03422415450521,NOT_RECORDED,60.93576629476155,0.4262136837477425,NOT_RECORDED,1000,798,0.798,200,191,0.955,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,4,4.21766496458737,1.4392816489794722,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,144.69485670093061,NOT_RECORDED,NOT_RECORDED,8,1.8832530345086658,7.189457416534424,3.8175737857818604,[9513],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,142.96999044926676,11.957005914913095
NOT_RECORDED,93.70528438995144,NOT_RECORDED,66.18989581067535,0.413958042560284,NOT_RECORDED,1000,821,0.821,200,190,0.95,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,5,4.271995758256222,1.4520811087398497,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,162.11790220304533,NOT_RECORDED,NOT_RECORDED,8,1.9311199244184636,7.574578285217285,3.9223759174346924,[8463],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,159.8951802006268,12.644966595472951
NOT_RECORDED,102.87322857245175,NOT_RECORDED,70.83489420071353,0.40778112773236547,NOT_RECORDED,1000,763,0.763,200,196,0.98,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,6,4.307442414558705,1.4603443206848998,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,176.59952230200219,NOT_RECORDED,NOT_RECORDED,8,1.8135079424988765,7.737222671508789,4.266439914703369,[16069],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,173.7081227731653,13.17983773698164
NOT_RECORDED,106.91665110068098,NOT_RECORDED,73.40199685382517,0.4070682521551751,NOT_RECORDED,1000,797,0.797,200,198,0.99,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,7,4.307055472885181,1.460254485693043,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,184.58128767130805,NOT_RECORDED,NOT_RECORDED,8,2.143552551940699,8.360225677490234,3.9001729488372803,[12919],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,180.31864795450616,13.428277922150187
NOT_RECORDED,120.25790580868016,NOT_RECORDED,79.0486977973012,0.39661855837740484,NOT_RECORDED,1000,790,0.79,200,195,0.975,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,8,4.358495329266955,1.4721268898311897,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,203.39129455944044,NOT_RECORDED,NOT_RECORDED,8,2.0437529574295463,9.372834205627441,4.586089611053467,[4651],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,199.30660360598137,14.117599073708721
NOT_RECORDED,124.44328241109955,NOT_RECORDED,82.82732696625169,0.39960960801470174,NOT_RECORDED,1000,750,0.75,200,197,0.985,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,9,4.3489596326852835,1.4699366515961723,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,212.63238002257094,NOT_RECORDED,NOT_RECORDED,8,2.2640550267396193,9.858928680419922,4.354544639587402,[20735],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,207.27060937735124,14.396895824355722
NOT_RECORDED,127.67812897261146,NOT_RECORDED,84.2098804195664,0.3974263605625016,NOT_RECORDED,1000,764,0.764,200,197,0.985,100,100,1.0,NOT_RECORDED,llama3-8b-inst,O_NATIVE,NOT_RECORDED,NOT_RECORDED,10,4.359938797902691,1.472458020084139,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,218.53525389346157,NOT_RECORDED,NOT_RECORDED,8,2.3119871676990678,10.718997955322266,4.636270523071289,[2746],NOT_RECORDED,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,NOT_RECORDED,211.88800939217788,14.55637349727527
